HEnce,hence,c,ReasonForward,0
make,make,n,Cause,0
Our,our,s,Cause,1
purpose,purpose,s,ProjectAhead,0
Necessary,necessary,c,CommonAuthorities,0
",",",",s,,0
and,and,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
Envious,envious,c,Negative_Relation,0
.,.,n,DirectAddress,0
Which,which,s,DirectAddress,1
so,so,s,,0
appearing,appearing,s,SubjectivePercept,0
to,to,s,SubjectivePercept,1
the,the,s,Inclusive,0
common,common,s,Inclusive,1
eyes,eyes,c,SenseObject,0
",",",",n,,0
We,we,s,Metadiscourse,0
shall,shall,s,Metadiscourse,1
be,be,s,ReportingStates,0
called,called,s,ReportingEvents,0
Purgers,purgers,c,UNRECOGNIZED,0
",",",",s,,0
not,not,s,DenyDisclaim,0
Murderers,murderers,c,Negativity,0
.,.,n,DirectAddress,0
And,and,s,DirectAddress,1
for,for,s,,0
Mark,mark,s,AbstractConcepts,0
Antony,antony,c,UNRECOGNIZED,0
",",",",s,,0
think,think,s,PrivateThinking,0
not,not,s,DenyDisclaim,0
of,of,s,,0
him,him,c,PersonPronoun,0
:,:,n,,0
For,for,s,,0
he,he,s,Contingency,0
can,can,s,Contingency,1
do,do,s,Intensity,0
no,no,s,DenyDisclaim,0
more,more,s,DenyDisclaim,1
then,then,s,,0
Caesar's,caesar's,s,UNRECOGNIZED,0
Arm,arm,c,SenseObject,0
",",",",n,,0
When,when,s,,0
Caesar's,caesar's,s,UNRECOGNIZED,0
head,head,s,SenseObject,0
is,is,s,ReportingStates,0
off,off,c,AbstractConcepts,0
.,.,nn,AbstractConcepts,1
Yet,yet,s,Resistance,0
I,i,s,Fear,0
fear,fear,s,Fear,1
him,him,c,PersonPronoun,0
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
in,in,s,,0
the,the,s,,0
ingrafted,ingrafted,s,Motions,0
love,love,s,Positivity,0
he,he,s,PersonPronoun,0
bears,bears,s,SpaceRelation,0
to,to,s,SpaceRelation,1
Caesar,caesar,c,,0
.,.,nn,Metadiscourse,0
Alas,alas,c,Metadiscourse,1
",",",",s,Metadiscourse,2
good,good,s,,0
Cassius,cassius,c,,0
",",",",s,,0
do,do,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
think,think,s,PrivateThinking,0
of,of,s,PrivateThinking,1
him,him,c,PersonPronoun,0
:,:,n,,0
If,if,s,Contingency,0
he,he,s,Contingency,1
love,love,s,Positivity,0
Caesar,caesar,c,,0
",",",",s,Generalization,0
all,all,s,Generalization,1
that,that,s,,0
he,he,s,Contingency,0
can,can,s,Contingency,1
do,do,n,Intensity,0
Is,is,s,ProjectAhead,0
to,to,s,ProjectAhead,1
himself,himself,c,PersonPronoun,0
;,;,s,,0
take,take,s,ReportingEvents,0
thought,thought,c,PrivateThinking,0
",",",",s,,0
and,and,s,,0
dye,dye,s,SenseObject,0
for,for,s,,0
Caesar,caesar,c,,0
",",",",n,,0
And,and,s,,0
that,that,s,,0
were,were,s,ProjectBack,0
much,much,s,Intensity,0
he,he,s,Insist,0
should,should,c,Insist,1
:,:,s,,0
for,for,s,,0
he,he,s,Updates,0
is,is,s,Updates,1
given,given,n,SubjectivePercept,0
To,to,s,SubjectivePercept,1
sports,sports,c,SenseProperty,0
",",",",s,,0
to,to,s,,0
wildenesse,wildenesse,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
much,much,s,Intensity,0
company,company,c,AbstractConcepts,0
.,.,nn,DenyDisclaim,0
There,there,s,DenyDisclaim,1
is,is,s,DenyDisclaim,2
no,no,s,DenyDisclaim,3
fear,fear,s,Fear,0
in,in,s,Fear,1
him,him,c,PersonPronoun,0
;,;,s,,0
let,let,s,ReportingEvents,0
him,him,s,ReportingEvents,1
not,not,s,DenyDisclaim,0
dye,dye,c,SenseObject,0
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
he,he,s,ReasonForward,2
will,will,s,PredictedFuture,0
live,live,c,PredictedFuture,1
",",",",s,,0
and,and,s,,0
laugh,laugh,s,SubjectivePercept,0
at,at,s,SubjectivePercept,1
this,this,s,,0
hereafter,hereafter,c,ProjectAhead,0
.,.,nn,,0
Peace,peace,c,StandardsPos,0
",",",",s,,0
count,count,s,ReportingEvents,0
the,the,s,ReportingEvents,1
Clock,clock,c,SenseObject,0
.,.,nnn,,0
The,the,s,SenseObject,0
Clock,clock,s,SenseObject,1
has,has,s,,0
stricken,stricken,s,Negativity,0
three,three,c,Numbers,0
.,.,nnn,ReportingStates,0
It,it,s,ReportingStates,1
Is,is,s,ReportingStates,2
time,time,s,SubjectiveTime,0
to,to,s,SubjectiveTime,1
part,part,c,AbstractConcepts,0
.,.,nnn,AbstractConcepts,1
But,but,s,Resistance,0
it,it,s,Resistance,1
is,is,s,ReportingStates,0
doubtful,doubtful,s,Uncertainty,0
yet,yet,c,Resistance,0
",",",",n,Contingency,0
Whether,whether,s,Contingency,1
Caesar,caesar,s,,0
will,will,s,PredictedFuture,0
come,come,s,PredictedFuture,1
forth,forth,s,SpaceRelation,0
to,to,s,,0
day,day,c,TimeDuration,0
",",",",s,,0
or,or,s,,0
no,no,c,DenyDisclaim,0
:,:,n,,0
For,for,s,,0
he,he,s,Updates,0
is,is,s,Updates,1
Superstitious,superstitious,s,SubjectivePercept,0
grown,grown,s,ReportingStates,0
of,of,s,ReportingStates,1
late,late,c,SubjectiveTime,0
",",",",n,,0
Quite,quite,s,Intensity,0
from,from,s,,0
the,the,s,,0
maine,maine,s,UNRECOGNIZED,0
Opinion,opinion,s,SubjectivePercept,0
he,he,s,PersonPronoun,0
held,held,s,ReportingEvents,0
once,once,c,TimeShift,0
",",",",n,,0
Of,of,s,,0
Fantasy,fantasy,c,PrivateThinking,0
",",",",s,,0
of,of,s,,0
Dreams,dreams,c,SubjectivePercept,0
",",",",s,,0
and,and,s,,0
Ceremonies,ceremonies,c,CommonAuthorities,0
:,:,n,,0
It,it,s,Contingency,0
may,may,s,Contingency,1
be,be,c,Contingency,2
",",",",s,,0
these,these,s,Immediacy,0
apparent,apparent,s,Confidence,0
Prodigies,prodigies,c,Positivity,0
",",",",n,,0
The,the,s,,0
vnaccustom'd,vnaccustom'd,s,UNRECOGNIZED,0
Terror,terror,s,Fear,0
of,of,s,Fear,1
this,this,s,Immediacy,0
night,night,c,Immediacy,1
",",",",n,,0
And,and,s,,0
the,the,s,,0
persuasion,persuasion,s,SubjectivePercept,0
of,of,s,,0
his,his,s,PersonPronoun,0
Augurers,augurers,c,UNRECOGNIZED,0
",",",",n,,0
May,may,s,Contingency,0
hold,hold,s,,0
him,him,s,PersonPronoun,0
from,from,s,,0
the,the,s,,0
Capitol,capitol,s,SenseObject,0
to,to,s,,0
day,day,c,TimeDuration,0
.,.,nn,Reassure,0
Never,never,s,Reassure,1
fear,fear,s,Reassure,2
that,that,c,,0
:,:,s,,0
If,if,s,Contingency,0
he,he,s,Contingency,1
be,be,s,ReportingStates,0
so,so,s,,0
resolved,resolved,c,ReportingStates,0
",",",",n,ReportingStates,1
I,i,s,Contingency,0
can,can,s,Contingency,1
ore-sway,ore-sway,s,UNRECOGNIZED,0
him,him,c,PersonPronoun,0
:,:,s,,0
For,for,s,,0
he,he,s,PersonPronoun,0
loves,loves,s,Positivity,0
to,to,s,Positivity,1
hear,hear,c,SpaceRelation,0
",",",",n,,0
That,that,s,,0
Unicorns,unicorns,s,SenseObject,0
may,may,s,Contingency,0
be,be,s,Contingency,1
betrayed,betrayed,s,Anger,0
with,with,s,,0
Trees,trees,c,SenseObject,0
",",",",n,,0
And,and,s,,0
Bears,bears,s,Negativity,0
with,with,s,Negativity,1
Glasses,glasses,c,SenseObject,0
",",",",s,,0
Elephants,elephants,s,SenseObject,0
with,with,s,,0
Holes,holes,c,SenseObject,0
",",",",n,,0
Lions,lions,s,SenseObject,0
with,with,s,,0
Toils,toils,c,Negativity,0
",",",",s,,0
and,and,s,,0
men,men,s,PersonProperty,0
with,with,s,,0
Flatterers,flatterers,c,SubjectivePercept,0
.,.,n,Resistance,0
But,but,c,Resistance,1
",",",",s,Autobio,0
when,when,s,Autobio,1
I,i,s,Autobio,2
tell,tell,s,,0
him,him,c,PersonPronoun,0
",",",",s,,0
he,he,s,PersonPronoun,0
hates,hates,s,Negativity,0
Flatterers,flatterers,c,SubjectivePercept,0
",",",",n,,0
He,he,s,Citations,0
says,says,c,Citations,1
",",",",s,,0
he,he,s,PersonPronoun,0
does,does,c,ReportingEvents,0
;,;,s,ReportingStates,0
being,being,s,ReportingStates,1
then,then,s,,0
most,most,s,Comparison,0
flattered,flattered,c,ReportingStates,0
.,.,n,ReportingStates,1
Let,let,s,ReportingEvents,0
me,me,s,FirstPer,0
work,work,c,GenericEvents,0
:,:,n,,0
For,for,s,,0
I,i,s,Contingency,0
can,can,s,Contingency,1
give,give,s,,0
his,his,s,PersonPronoun,0
humor,humor,s,Positivity,0
the,the,s,Confidence,0
true,true,s,Confidence,1
bent,bent,c,ReportingStates,0
;,;,n,ReportingStates,1
And,and,s,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
bring,bring,s,Transformation,0
him,him,s,Transformation,1
to,to,s,Transformation,2
the,the,s,,0
Capitol,capitol,c,SenseObject,0
.,.,nn,,0
Nay,nay,c,OralCues,0
",",",",s,,0
we,we,s,,0
will,will,s,PredictedFuture,0
all,all,s,PredictedFuture,1
of,of,s,Inclusive,0
us,us,c,Inclusive,1
",",",",s,,0
be,be,s,SpaceRelation,0
there,there,s,SpaceRelation,1
to,to,s,,0
fetch,fetch,s,Motions,0
him,him,c,PersonPronoun,0
*,*,nnn,,0
By,by,s,,0
the,the,s,,0
eight,eight,s,TimeDuration,0
hour,hour,c,TimeDuration,1
",",",",s,,0
is,is,s,ReportingStates,0
that,that,s,ReportingStates,1
the,the,s,,0
uttermost,uttermost,c,Intensity,0
?,?,nnn,Question,0
Be,be,s,ReportingStates,0
that,that,s,,0
the,the,s,,0
uttermost,uttermost,c,Intensity,0
",",",",s,,0
and,and,s,,0
fail,fail,s,StandardsNeg,0
not,not,s,DenyDisclaim,0
then,then,c,TimeShift,0
.,.,nnn,TimeShift,1
Caius,caius,s,UNRECOGNIZED,0
Ligarius,ligarius,s,UNRECOGNIZED,0
does,does,s,ReportingEvents,0
bear,bear,s,SenseObject,0
Caesar,caesar,s,,0
hard,hard,c,,0
",",",",n,,0
Who,who,s,,0
rated,rated,s,ReportingEvents,0
him,him,s,ReportingEvents,1
for,for,s,,0
speaking,speaking,s,Positivity,0
well,well,s,Positivity,1
of,of,s,Positivity,2
Pompey,pompey,c,UNRECOGNIZED,0
;,;,n,,0
I,i,s,FirstPer,0
wonder,wonder,s,Curiosity,0
none,none,s,DenyDisclaim,0
of,of,s,DenyDisclaim,1
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
thought,thought,s,PrivateThinking,0
of,of,s,PrivateThinking,1
him,him,c,PersonPronoun,0
.,.,nn,,0
Now,now,s,Immediacy,0
good,good,s,,0
Metellus,metellus,s,UNRECOGNIZED,0
go,go,s,Motions,0
along,along,s,Motions,1
by,by,s,,0
him,him,c,PersonPronoun,0
:,:,n,,0
He,he,s,PersonPronoun,0
loves,loves,s,Positivity,0
me,me,s,FirstPer,0
well,well,c,OralCues,0
",",",",s,OralCues,1
and,and,s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
given,given,s,ReportingStates,0
him,him,s,PersonPronoun,0
Reasons,reasons,c,AbstractConcepts,0
",",",",n,,0
Send,send,s,ReportingEvents,0
him,him,s,PersonPronoun,0
but,but,s,Resistance,0
hither,hither,c,SpaceRelation,0
",",",",s,,0
and,and,s,,0
I,i,s,FirstPer,0
Will,will,s,PredictedFuture,0
fashion,fashion,s,SenseObject,0
him,him,c,PersonPronoun,0
.,.,nn,,0
The,the,s,TimeDuration,0
morning,morning,s,TimeDuration,1
comes,comes,s,ReportingEvents,0
vpon's,vpon's,c,UNRECOGNIZED,0
:,:,n,,0
We,we,s,,0
Will,will,s,PredictedFuture,0
leave,leave,s,,0
you,you,s,DirectAddress,0
Brutus,brutus,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,,0
Friends,friends,s,StandardsPos,0
disperse,disperse,s,,0
your,your,s,DirectAddress,0
selves,selves,c,SubjectivePercept,0
;,;,s,Resistance,0
but,but,s,Resistance,1
all,all,s,,0
remember,remember,n,ProjectBack,0
What,what,s,ProjectBack,1
you,you,s,DirectAddress,0
have,have,s,DirectAddress,1
said,said,c,Citations,0
",",",",s,,0
and,and,s,,0
show,show,s,DirectAddress,0
your,your,s,DirectAddress,1
selves,selves,s,SubjectivePercept,0
true,true,s,StandardsPos,0
Romans,romans,c,,0
.,.,nn,,0
Good,good,s,,0
Gentlemen,gentlemen,c,Positivity,0
",",",",s,,0
look,look,s,ReportingEvents,0
fresh,fresh,s,SenseProperty,0
and,and,s,,0
merrily,merrily,c,Positivity,0
",",",",n,,0
Let,let,s,ReportingEvents,0
not,not,s,DenyDisclaim,0
our,our,s,Inclusive,0
looks,looks,s,ReportingEvents,0
put,put,s,Transformation,0
on,on,s,Transformation,1
our,our,s,Inclusive,0
purposes,purposes,c,ProjectAhead,0
",",",",n,Resistance,0
But,but,s,Resistance,1
bear,bear,s,Negativity,0
it,it,s,Negativity,1
as,as,s,,0
our,our,s,Inclusive,0
Roman,roman,s,AbstractConcepts,0
Actors,actors,s,PersonProperty,0
do,do,c,GenericEvents,0
",",",",n,GenericEvents,1
With,with,s,,0
vntyr'd,vntyr'd,s,UNRECOGNIZED,0
Spirits,spirits,c,SubjectivePercept,0
",",",",s,,0
and,and,s,,0
formal,formal,s,AbstractConcepts,0
Constancy,constancy,c,StandardsPos,0
",",",",n,ReasonForward,0
And,and,s,ReasonForward,1
so,so,s,ReasonForward,2
good,good,s,OralCues,0
morrow,morrow,s,OralCues,1
to,to,s,DirectAddress,0
you,you,s,DirectAddress,1
every,every,s,Generalization,0
one,one,c,Generalization,1
.,.,n,,0
Boy,boy,c,PersonProperty,0
:,:,s,,0
Lucius,lucius,c,UNRECOGNIZED,0
:,:,s,,0
Fast,fast,s,SenseProperty,0
asleep,asleep,c,SenseProperty,1
?,?,s,Question,0
It,it,s,,0
is,is,s,DenyDisclaim,0
no,no,s,DenyDisclaim,1
matter,matter,c,AbstractConcepts,0
",",",",n,,0
Enjoy,enjoy,s,Positivity,0
the,the,s,Positivity,1
hony-heauy-Dew,hony-heauy-dew,s,UNRECOGNIZED,0
of,of,s,SenseProperty,0
Slumber,slumber,c,SenseProperty,1
:,:,n,,0
Thou,thou,s,DirectAddress,0
have,have,s,,0
no,no,s,DenyDisclaim,0
Figures,figures,c,SenseObject,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
no,no,s,DenyDisclaim,0
Fantasies,fantasies,c,SubjectivePercept,0
",",",",n,Aside,0
Which,which,s,Aside,1
busy,busy,s,SubjectiveTime,0
care,care,s,StandardsPos,0
draws,draws,c,Motions,0
",",",",s,,0
in,in,s,,0
the,the,s,StandardsPos,0
brains,brains,s,StandardsPos,1
of,of,s,StandardsPos,2
men,men,c,PersonProperty,0
;,;,n,,0
Therefore,therefore,s,ReasonForward,0
thou,thou,s,DirectAddress,0
sleep'st,sleep'st,s,UNRECOGNIZED,0
so,so,s,,0
sound,sound,c,SenseProperty,0
.,.,nn,,0
Brutus,brutus,c,UNRECOGNIZED,0
",",",",s,,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
.,.,nnn,,0
Portia,portia,c,AbstractConcepts,0
:,:,s,Question,0
What,what,s,Question,1
mean,mean,s,,0
you,you,c,DirectAddress,0
?,?,s,Question,0
wherefore,wherefore,s,ReasonForward,0
rise,rise,s,Motions,0
you,you,s,DirectAddress,0
now,now,c,Immediacy,0
?,?,n,Question,0
It,it,s,DenyDisclaim,0
is,is,s,DenyDisclaim,1
not,not,s,DenyDisclaim,2
for,for,s,StandardsPos,0
your,your,s,StandardsPos,1
health,health,c,StandardsPos,2
",",",",s,,0
thus,thus,s,ReasonForward,0
to,to,s,ReasonForward,1
commit,commit,n,ReportingEvents,0
Your,your,s,DirectAddress,0
weak,weak,s,Negativity,0
condition,condition,c,AbstractConcepts,0
",",",",s,,0
to,to,s,,0
the,the,s,SenseProperty,0
raw,raw,s,SenseProperty,1
cold,cold,s,SenseProperty,0
morning,morning,c,,0
.,.,nn,Metadiscourse,0
Nor,nor,s,Metadiscourse,1
for,for,s,DirectAddress,0
yours,yours,s,DirectAddress,1
neither,neither,c,DenyDisclaim,0
.,.,s,,0
Y,y,c,LangRef,0
',',s,,0
have,have,s,,0
ungently,ungently,s,UNRECOGNIZED,0
Brutus,brutus,n,UNRECOGNIZED,0
Stole,stole,s,Negativity,0
from,from,s,Negativity,1
my,my,s,FirstPer,0
bed,bed,c,SenseObject,0
:,:,s,,0
and,and,s,,0
yesternight,yesternight,s,ProjectBack,0
at,at,s,SpaceRelation,0
Supper,supper,n,SpaceRelation,1
You,you,s,DirectAddress,0
suddenly,suddenly,s,Immediacy,0
arose,arose,c,ReportingEvents,0
",",",",s,,0
and,and,s,,0
walked,walked,s,ReportingEvents,0
about,about,c,,0
",",",",n,,0
Musing,musing,c,PrivateThinking,0
",",",",s,,0
and,and,s,,0
sighing,sighing,c,Motions,0
",",",",s,,0
with,with,s,DirectAddress,0
your,your,s,DirectAddress,1
arms,arms,s,SenseObject,0
a-crosse,a-crosse,c,UNRECOGNIZED,0
:,:,n,,0
And,and,s,,0
when,when,s,Autobio,0
I,i,s,Autobio,1
asked,asked,s,,0
you,you,s,DirectAddress,0
what,what,s,,0
the,the,s,,0
matter,matter,s,AbstractConcepts,0
was,was,c,ProjectBack,0
",",",",n,,0
You,you,s,DirectAddress,0
star'd,star'd,s,UNRECOGNIZED,0
upon,upon,s,Immediacy,0
me,me,c,Immediacy,1
",",",",s,,0
with,with,s,,0
ungentle,ungentle,s,StandardsNeg,0
looks,looks,c,ReportingEvents,0
.,.,n,,0
I,i,s,FirstPer,0
urged,urged,s,Intensity,0
you,you,s,DirectAddress,0
further,further,c,Metadiscourse,0
",",",",s,Metadiscourse,1
then,then,s,Sequence,0
you,you,s,Sequence,1
scratched,scratched,s,ReportingEvents,0
your,your,s,DirectAddress,0
head,head,c,SenseObject,0
",",",",n,,0
And,and,s,,0
too,too,s,StandardsNeg,0
impatiently,impatiently,s,StandardsNeg,1
stamped,stamped,s,ReportingEvents,0
with,with,s,DirectAddress,0
your,your,s,DirectAddress,1
foot,foot,c,SenseObject,0
:,:,n,,0
Yet,yet,s,Resistance,0
I,i,s,FirstPer,0
insisted,insisted,c,ReportingStates,0
",",",",s,ReportingStates,1
yet,yet,s,Resistance,0
you,you,s,DirectAddress,0
answered,answered,s,ReportingEvents,0
not,not,c,DenyDisclaim,0
",",",",n,Resistance,0
But,but,s,Resistance,1
with,with,s,Specifiers,0
an,an,s,Specifiers,1
angry,angry,s,Anger,0
wafter,wafter,s,UNRECOGNIZED,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
hand,hand,n,SenseObject,0
Gave,gave,s,ReportingEvents,0
sign,sign,s,ReportingEvents,1
for,for,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
to,to,s,,0
leave,leave,s,,0
you,you,c,DirectAddress,0
:,:,s,,0
So,so,s,,0
I,i,s,FirstPer,0
did,did,c,ReportingStates,0
",",",",n,ReportingStates,1
Fearing,fearing,s,Fear,0
to,to,s,,0
strengthen,strengthen,s,Transformation,0
that,that,s,,0
impatience,impatience,n,StandardsNeg,0
Which,which,s,,0
seemed,seemed,s,Uncertainty,0
too,too,s,Negativity,0
much,much,s,Negativity,1
inkindled,inkindled,c,UNRECOGNIZED,0
;,;,s,,0
and,and,s,,0
withal,withal,c,Metadiscourse,0
",",",",n,,0
Hoping,hoping,s,Positivity,0
it,it,s,ProjectBack,0
was,was,s,ProjectBack,1
but,but,s,Resistance,0
an,an,s,Consequence,0
effect,effect,s,Consequence,1
of,of,s,Consequence,2
Humor,humor,c,Positivity,0
",",",",n,Aside,0
Which,which,s,Aside,1
sometime,sometime,s,Uncertainty,0
has,has,s,,0
his,his,s,SubjectiveTime,0
hour,hour,s,SubjectiveTime,1
with,with,s,RecurringEvents,0
every,every,s,RecurringEvents,1
man,man,c,PersonProperty,0
.,.,n,PredictedFuture,0
It,it,s,PredictedFuture,1
will,will,s,PredictedFuture,2
not,not,s,DirectAddress,0
let,let,s,DirectAddress,1
you,you,s,DirectAddress,2
eat,eat,c,ReportingEvents,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
talk,talk,c,ReportingEvents,0
",",",",s,,0
nor,nor,s,DenyDisclaim,0
sleep,sleep,c,Motions,0
;,;,n,,0
And,and,s,,0
could,could,s,Contingency,0
it,it,s,,0
work,work,s,GenericEvents,0
so,so,s,Intensity,0
much,much,s,Intensity,1
upon,upon,s,DirectAddress,0
your,your,s,DirectAddress,1
shape,shape,c,AbstractConcepts,0
.,.,n,,0
As,as,s,Specifiers,0
it,it,s,Specifiers,1
has,has,s,,0
much,much,s,Intensity,0
preuayl'd,preuayl'd,s,UNRECOGNIZED,0
on,on,s,DirectAddress,0
your,your,s,DirectAddress,1
Cond^tion,cond^tion,c,UNRECOGNIZED,0
",",",",n,,0
I,i,s,Insist,0
should,should,s,Insist,1
not,not,s,Insist,2
know,know,s,Confidence,0
you,you,s,DirectAddress,0
Brutus,brutus,c,UNRECOGNIZED,0
.,.,s,,0
Dear,dear,s,Positivity,0
my,my,s,DirectAddress,0
Lord,lord,c,DirectAddress,1
",",",",n,,0
Make,make,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
acquainted,acquainted,s,,0
with,with,s,DirectAddress,0
your,your,s,DirectAddress,1
cause,cause,s,Cause,0
of,of,s,Cause,1
grief,grief,c,Sad,0
.,.,nn,,0
I,i,s,SelfDisclosure,0
am,am,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
well,well,s,SenseObject,0
in,in,s,StandardsPos,0
health,health,c,StandardsPos,1
",",",",s,,0
and,and,s,,0
that,that,s,Specifiers,0
is,is,s,Specifiers,1
all,all,c,Inclusive,0
.,.,nnn,Inclusive,1
Brutus,brutus,s,UNRECOGNIZED,0
is,is,s,ReportingStates,0
wise,wise,c,StandardsPos,0
",",",",s,,0
and,and,s,,0
were,were,s,Contingency,0
he,he,s,Contingency,1
not,not,s,DenyDisclaim,0
in,in,s,StandardsPos,0
health,health,c,StandardsPos,1
",",",",n,,0
He,he,s,Biographical_Time,0
would,would,s,Biographical_Time,1
embrace,embrace,s,Positivity,0
the,the,s,,0
means,means,s,ProjectAhead,0
to,to,s,ProjectAhead,1
come,come,s,SceneShift,0
by,by,s,SceneShift,1
it,it,c,,0
.,.,nn,Question,0
Why,why,s,Question,1
so,so,s,,0
I,i,s,FirstPer,0
do,do,c,Intensity,0
:,:,s,,0
good,good,s,,0
Portia,portia,s,AbstractConcepts,0
go,go,s,SceneShift,0
to,to,s,SceneShift,1
bed,bed,c,SceneShift,2
.,.,nnn,,0
Is,is,s,ReportingStates,0
Brutus,brutus,s,UNRECOGNIZED,0
sick,sick,c,Negativity,0
?,?,s,Question,0
And,and,s,,0
is,is,s,Question,0
it,it,s,Question,1
Physical,physical,n,AbstractConcepts,0
To,to,s,,0
walk,walk,s,Motions,0
unbraced,unbraced,c,SenseProperty,0
",",",",s,,0
and,and,s,,0
suck,suck,s,Negativity,0
up,up,s,Negativity,1
the,the,s,,0
humors,humors,n,Positivity,0
Of,of,s,,0
the,the,s,,0
danke,danke,s,,0
Morning,morning,c,,0
?,?,s,Question,0
What,what,c,,0
",",",",s,,0
is,is,s,ReportingStates,0
Brutus,brutus,s,UNRECOGNIZED,0
sick,sick,c,Negativity,0
?,?,n,Question,0
And,and,s,,0
will,will,s,PredictedFuture,0
he,he,s,PersonPronoun,0
steal,steal,s,Negativity,0
out,out,s,,0
of,of,s,,0
his,his,s,PersonPronoun,0
wholesome,wholesome,s,StandardsPos,0
bed,bed,n,SenseObject,0
To,to,s,,0
dare,dare,s,SubjectivePercept,0
the,the,s,,0
vile,vile,s,StandardsNeg,0
contagion,contagion,s,Negativity,0
of,of,s,,0
the,the,s,TimeDuration,0
Night,night,c,TimeDuration,1
?,?,n,Question,0
And,and,s,,0
tempt,tempt,s,SubjectivePercept,0
the,the,s,,0
Rhewmy,rhewmy,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
unpurged,unpurged,s,UNRECOGNIZED,0
Air,air,c,ReportingEvents,0
",",",",n,,0
To,to,s,,0
add,add,s,ReportingEvents,0
unto,unto,s,CommonAuthorities,0
hit,hit,s,ReportingEvents,0
sickness,sickness,c,Negativity,0
?,?,s,Question,0
No,no,s,DenyDisclaim,0
my,my,s,FirstPer,0
Brutus,brutus,c,UNRECOGNIZED,0
",",",",n,,0
You,you,s,DirectAddress,0
have,have,s,DirectAddress,1
some,some,s,Uncertainty,0
sick,sick,s,Negativity,0
Offense,offense,s,SubjectivePercept,0
within,within,s,DirectAddress,0
your,your,s,DirectAddress,1
mind,mind,c,SubjectivePercept,0
",",",",n,Aside,0
Which,which,s,Aside,1
by,by,s,,0
the,the,s,,0
Right,right,s,,0
and,and,s,,0
Virtue,virtue,s,StandardsPos,0
of,of,s,,0
my,my,s,FirstPer,0
place,place,n,SpaceRelation,0
I,i,s,Curiosity,0
ought,ought,s,Curiosity,1
to,to,s,Curiosity,2
know,know,s,Curiosity,3
of,of,c,,0
:,:,s,,0
And,and,s,,0
upon,upon,s,,0
my,my,s,FirstPer,0
knees,knees,c,SenseObject,0
",",",",n,,0
I,i,s,FirstPer,0
charm,charm,s,Positivity,0
you,you,c,DirectAddress,0
",",",",s,,0
by,by,s,,0
my,my,s,FirstPer,0
once,once,s,TimeShift,0
commended,commended,s,StandardsPos,0
Beauty,beauty,c,StandardsPos,0
",",",",n,,0
By,by,s,Generalization,0
all,all,s,Generalization,1
your,your,s,DirectAddress,0
vows,vows,s,Intensity,0
of,of,s,StandardsPos,0
Love,love,c,StandardsPos,1
",",",",s,,0
and,and,s,,0
that,that,s,,0
great,great,s,Intensity,0
Vow,vow,n,Intensity,0
Which,which,s,,0
did,did,s,ReportingEvents,0
incorporate,incorporate,s,ReportingEvents,0
and,and,s,,0
make,make,s,Inclusive,0
us,us,s,Inclusive,1
one,one,c,Numbers,0
",",",",n,,0
That,that,s,DirectAddress,0
you,you,s,DirectAddress,1
unfold,unfold,s,ReportingEvents,0
to,to,s,SelfDisclosure,0
me,me,c,SelfDisclosure,1
",",",",s,SelfDisclosure,2
your,your,s,DirectAddress,0
self,self,c,SubjectivePercept,0
;,;,s,,0
your,your,s,DirectAddress,0
half,half,n,Numbers,0
Why,why,s,Question,0
you,you,s,DirectAddress,0
are,are,s,DirectAddress,1
heavy,heavy,c,SenseProperty,0
:,:,s,,0
and,and,s,,0
what,what,s,,0
men,men,s,PersonProperty,0
to,to,s,,0
night,night,n,,0
Have,have,s,Updates,0
had,had,s,Updates,1
resort,resort,s,Reluctance,0
to,to,s,Reluctance,1
you,you,c,DirectAddress,0
:,:,s,,0
for,for,s,,0
here,here,s,SpaceRelation,0
have,have,s,ProjectBack,0
been,been,n,ProjectBack,1
Some,some,s,Uncertainty,0
six,six,s,Numbers,0
or,or,s,,0
seven,seven,c,Numbers,0
",",",",s,,0
who,who,s,Question,0
did,did,s,Question,1
hide,hide,s,SubjectivePercept,0
their,their,s,SubjectivePercept,1
faces,faces,n,SubjectivePercept,2
Even,even,s,SubjectivePercept,0
from,from,s,SubjectivePercept,1
darkness,darkness,c,SenseProperty,0
.,.,nn,Imperative,0
Kneel,kneel,s,Imperative,1
not,not,s,DenyDisclaim,0
gentle,gentle,s,Positivity,0
Portia,portia,c,AbstractConcepts,0
.,.,nnn,,0
